 sid  |   code   | stid |   name    | ord |     val      
 5026 | r1tM8jwj |   13 | demo-1-pl |   7 | 1
 5026 | r1tM8jwj |   13 | demo-1-pl |   8 | 1
 5026 | r1tM8jwj |   13 | demo-1-pl |   9 | 0
 5026 | r1tM8jwj |   13 | demo-1-pl |  10 | 4
 5028 | r1tRTMJh |   13 | demo-1-pl |   0 | 0
 5028 | r1tRTMJh |   13 | demo-1-pl |   2 | 1989
 5028 | r1tRTMJh |   13 | demo-1-pl |   3 | 0
 5028 | r1tRTMJh |   13 | demo-1-pl |   4 | 6
 5028 | r1tRTMJh |   13 | demo-1-pl |   6 | 0
 5028 | r1tRTMJh |   13 | demo-1-pl |   7 | 1
 5028 | r1tRTMJh |   13 | demo-1-pl |   8 | 1
 5028 | r1tRTMJh |   13 | demo-1-pl |   9 | 0
 5028 | r1tRTMJh |   13 | demo-1-pl |  10 | 4
 5029 | r1twQY9Y |   13 | demo-1-pl |   0 | 0
 5029 | r1twQY9Y |   13 | demo-1-pl |   2 | 2000
 5029 | r1twQY9Y |   13 | demo-1-pl |   3 | 1
 5029 | r1twQY9Y |   13 | demo-1-pl |   4 | 4
 5029 | r1twQY9Y |   13 | demo-1-pl |   6 | 1
 5029 | r1twQY9Y |   13 | demo-1-pl |   7 | 1
 5029 | r1twQY9Y |   13 | demo-1-pl |   8 | 1
 5029 | r1twQY9Y |   13 | demo-1-pl |   9 | 0
 5029 | r1twQY9Y |   13 | demo-1-pl |  10 | 4
 5030 | r1tthgLT |   13 | demo-1-pl |   0 | 0
 5030 | r1tthgLT |   13 | demo-1-pl |   2 | 1994
 5030 | r1tthgLT |   13 | demo-1-pl |   3 | 4
 5030 | r1tthgLT |   13 | demo-1-pl |   4 | 6
 5030 | r1tthgLT |   13 | demo-1-pl |   6 | 1
 5030 | r1tthgLT |   13 | demo-1-pl |   7 | 1
 5030 | r1tthgLT |   13 | demo-1-pl |   8 | 1
 5030 | r1tthgLT |   13 | demo-1-pl |   9 | 0
 5030 | r1tthgLT |   13 | demo-1-pl |  10 | 4
 5031 | r1tvTv2Q |   13 | demo-1-pl |   0 | 0
 5031 | r1tvTv2Q |   13 | demo-1-pl |   2 | 1989
 5031 | r1tvTv2Q |   13 | demo-1-pl |   3 | 0
 5031 | r1tvTv2Q |   13 | demo-1-pl |   4 | 6
 5031 | r1tvTv2Q |   13 | demo-1-pl |   6 | 0
 5031 | r1tvTv2Q |   13 | demo-1-pl |   7 | 1
 5031 | r1tvTv2Q |   13 | demo-1-pl |   8 | 1
 5031 | r1tvTv2Q |   13 | demo-1-pl |   9 | 0
 5031 | r1tvTv2Q |   13 | demo-1-pl |  10 | 5
 5032 | r1thL8Yf |   13 | demo-1-pl |   0 | 0
 5032 | r1thL8Yf |   13 | demo-1-pl |   2 | 1993
 5032 | r1thL8Yf |   13 | demo-1-pl |   3 | 2
 5032 | r1thL8Yf |   13 | demo-1-pl |   4 | 4
 5032 | r1thL8Yf |   13 | demo-1-pl |   6 | 0
 5032 | r1thL8Yf |   13 | demo-1-pl |   7 | 1
 5032 | r1thL8Yf |   13 | demo-1-pl |   8 | 1
 5032 | r1thL8Yf |   13 | demo-1-pl |   9 | 0
