 sid  |   code   | stid |   name    | ord | presentation_time | presentation_time 
------+----------+------+-----------+-----+-------------------+-------------------
 5004 | r1tY2aGp |   13 | rateme-pl |  40 |             14028 |             14028
 5004 | r1tY2aGp |   13 | rateme-pl | 103 |             31729 |             31729
 5004 | r1tY2aGp |   13 | rateme-pl |   8 |             12372 |             12372
 5004 | r1tY2aGp |   13 | rateme-pl |  30 |             18892 |             18892
 5004 | r1tY2aGp |   13 | rateme-pl | 153 |             12378 |             12378
 5004 | r1tY2aGp |   13 | rateme-pl | 134 |             14909 |             14909
 5004 | r1tY2aGp |   13 | rateme-pl | 148 |             31532 |             31532
 5004 | r1tY2aGp |   13 | rateme-pl |  66 |            141194 |            141194
 5004 | r1tY2aGp |   13 | rateme-pl | 150 |             13182 |             13182
 5004 | r1tY2aGp |   13 | rateme-pl | 130 |             12210 |             12210
 5004 | r1tY2aGp |   13 | rateme-pl | 177 |             14362 |             14362
 5004 | r1tY2aGp |   13 | rateme-pl | 125 |             22903 |             22903
 5004 | r1tY2aGp |   13 | rateme-pl |  76 |             13290 |             13290
 5004 | r1tY2aGp |   13 | rateme-pl | 161 |             15268 |             15268
 5004 | r1tY2aGp |   13 | rateme-pl |   6 |             11658 |             11658
 5004 | r1tY2aGp |   13 | rateme-pl |  23 |             16149 |             16149
 5004 | r1tY2aGp |   13 | rateme-pl |  77 |             71398 |             71398
 5004 | r1tY2aGp |   13 | rateme-pl | 145 |             12895 |             12895
 5004 | r1tY2aGp |   13 | rateme-pl |  73 |             12355 |             12355
 5005 | r1tVmeEa |   13 | rateme-pl |  81 |             16169 |             16169
 5005 | r1tVmeEa |   13 | rateme-pl | 160 |              9769 |              9769
 5005 | r1tVmeEa |   13 | rateme-pl |  44 |             10969 |             10969
 5005 | r1tVmeEa |   13 | rateme-pl | 120 |             10906 |             10906
 5005 | r1tVmeEa |   13 | rateme-pl | 164 |             11865 |             11865
 5005 | r1tVmeEa |   13 | rateme-pl |  21 |             16261 |             16261
 5005 | r1tVmeEa |   13 | rateme-pl |  53 |             14717 |             14717
 5005 | r1tVmeEa |   13 | rateme-pl | 144 |             13818 |             13818
 5005 | r1tVmeEa |   13 | rateme-pl |   3 |             14027 |             14027
 5006 | r1taxUhX |   13 | rateme-pl | 107 |              8273 |              8273
 5006 | r1taxUhX |   13 | rateme-pl |  63 |             61807 |             61807
 5006 | r1taxUhX |   13 | rateme-pl |  88 |              6907 |              6907
 5006 | r1taxUhX |   13 | rateme-pl |  28 |              6304 |              6304
 5006 | r1taxUhX |   13 | rateme-pl |  18 |              5586 |              5586
 5006 | r1taxUhX |   13 | rateme-pl |  82 |             16324 |             16324
 5006 | r1taxUhX |   13 | rateme-pl | 105 |             62849 |             62849
 5006 | r1taxUhX |   13 | rateme-pl |  32 |              4357 |              4357
 5006 | r1taxUhX |   13 | rateme-pl |  72 |             47803 |             47803
 5006 | r1taxUhX |   13 | rateme-pl | 147 |             85596 |             85596
 5006 | r1taxUhX |   13 | rateme-pl | 146 |             10518 |             10518
 5006 | r1taxUhX |   13 | rateme-pl | 142 |             14722 |             14722
 5006 | r1taxUhX |   13 | rateme-pl |  42 |             67242 |             67242
 5007 | r1tgFczu |   13 | rateme-pl |  75 |             15667 |             15667
 5007 | r1tgFczu |   13 | rateme-pl |  49 |             12784 |             12784
 5007 | r1tgFczu |   13 | rateme-pl | 156 |            285019 |            285019
 5007 | r1tgFczu |   13 | rateme-pl | 118 |             13867 |             13867
 5007 | r1tgFczu |   13 | rateme-pl |  71 |             13462 |             13462
 5007 | r1tgFczu |   13 | rateme-pl | 135 |             15972 |             15972
 5007 | r1tgFczu |   13 | rateme-pl | 131 |             11633 |             11633
 5007 | r1tgFczu |   13 | rateme-pl |  48 |             12396 |             12396
 5007 | r1tgFczu |   13 | rateme-pl |  67 |             12310 |             12310
 5007 | r1tgFczu |   13 | rateme-pl | 167 |             13657 |             13657
 5008 | r1tMkUHy |   13 | rateme-pl | 149 |               831 |               831
 5008 | r1tMkUHy |   13 | rateme-pl |  79 |             11302 |             11302
 5008 | r1tMkUHy |   13 | rateme-pl |  83 |             15620 |             15620
 5008 | r1tMkUHy |   13 | rateme-pl |   1 |             13041 |             13041
 5008 | r1tMkUHy |   13 | rateme-pl | 128 |             26751 |             26751
 5008 | r1tMkUHy |   13 | rateme-pl |  85 |             25493 |             25493
 5008 | r1tMkUHy |   13 | rateme-pl | 133 |             11230 |             11230
 5008 | r1tMkUHy |   13 | rateme-pl |  91 |             20057 |             20057
 5008 | r1tMkUHy |   13 | rateme-pl |  11 |             12473 |             12473
 5008 | r1tMkUHy |   13 | rateme-pl | 170 |              3563 |              3563
 5009 | r1trwLeT |   13 | rateme-pl |  47 |             12730 |             12730
 5009 | r1trwLeT |   13 | rateme-pl |  87 |              9123 |              9123
 5009 | r1trwLeT |   13 | rateme-pl |  43 |             12899 |             12899
 5009 | r1trwLeT |   13 | rateme-pl | 171 |             12038 |             12038
 5009 | r1trwLeT |   13 | rateme-pl |  55 |             20584 |             20584
 5009 | r1trwLeT |   13 | rateme-pl | 126 |             12334 |             12334
 5009 | r1trwLeT |   13 | rateme-pl |  24 |             14368 |             14368
 5009 | r1trwLeT |   13 | rateme-pl |  19 |              9790 |              9790
 5009 | r1trwLeT |   13 | rateme-pl | 106 |             12601 |             12601
 5009 | r1trwLeT |   13 | rateme-pl |  64 |              9498 |              9498
 5009 | r1trwLeT |   13 | rateme-pl |  70 |             10859 |             10859
 5009 | r1trwLeT |   13 | rateme-pl |  86 |             12776 |             12776
 5009 | r1trwLeT |   13 | rateme-pl |  13 |             10601 |             10601
 5009 | r1trwLeT |   13 | rateme-pl | 102 |             12123 |             12123
 5009 | r1trwLeT |   13 | rateme-pl | 109 |             11232 |             11232
 5009 | r1trwLeT |   13 | rateme-pl |  36 |             13232 |             13232
 5009 | r1trwLeT |   13 | rateme-pl |   4 |              8750 |              8750
 5009 | r1trwLeT |   13 | rateme-pl |  14 |              9033 |              9033
 5009 | r1trwLeT |   13 | rateme-pl | 100 |             12394 |             12394
 5009 | r1trwLeT |   13 | rateme-pl | 127 |             19138 |             19138
 5010 | r1t9oCJZ |   13 | rateme-pl |  95 |              8225 |              8225
 5010 | r1t9oCJZ |   13 | rateme-pl | 113 |             12984 |             12984
 5010 | r1t9oCJZ |   13 | rateme-pl | 138 |              9267 |              9267
 5010 | r1t9oCJZ |   13 | rateme-pl | 116 |             10515 |             10515
 5010 | r1t9oCJZ |   13 | rateme-pl |  56 |              5779 |              5779
 5010 | r1t9oCJZ |   13 | rateme-pl |  27 |              8624 |              8624
 5010 | r1t9oCJZ |   13 | rateme-pl |  57 |             12089 |             12089
 5010 | r1t9oCJZ |   13 | rateme-pl | 136 |              4672 |              4672
 5010 | r1t9oCJZ |   13 | rateme-pl | 168 |             15296 |             15296
 5010 | r1t9oCJZ |   13 | rateme-pl |  60 |              7910 |              7910
 5013 | r1ttF6PH |   13 | rateme-pl | 154 |             11048 |             11048
 5013 | r1ttF6PH |   13 | rateme-pl |  12 |              8399 |              8399
 5013 | r1ttF6PH |   13 | rateme-pl | 108 |             13671 |             13671
 5015 | r1teQ2go |   13 | rateme-pl | 119 |              3200 |              3200
 5015 | r1teQ2go |   13 | rateme-pl |  46 |              9868 |              9868
 5015 | r1teQ2go |   13 | rateme-pl |  94 |             12938 |             12938
 5015 | r1teQ2go |   13 | rateme-pl |   7 |              9249 |              9249
 5016 | r1t7hhY9 |   13 | rateme-pl |  97 |              9897 |              9897
 5016 | r1t7hhY9 |   13 | rateme-pl |  61 |              9040 |              9040
 5016 | r1t7hhY9 |   13 | rateme-pl | 141 |             11790 |             11790
 5016 | r1t7hhY9 |   13 | rateme-pl |  51 |             14785 |             14785
 5016 | r1t7hhY9 |   13 | rateme-pl |   0 |              5307 |              5307
 5016 | r1t7hhY9 |   13 | rateme-pl |  50 |              7704 |              7704
 5016 | r1t7hhY9 |   13 | rateme-pl |  20 |              8613 |              8613
 5016 | r1t7hhY9 |   13 | rateme-pl | 151 |             12441 |             12441
 5016 | r1t7hhY9 |   13 | rateme-pl |  29 |              8405 |              8405
 5016 | r1t7hhY9 |   13 | rateme-pl |  69 |              8300 |              8300
 5017 | r1tkLQvn |   13 | rateme-pl | 124 |             12865 |             12865
 5017 | r1tkLQvn |   13 | rateme-pl | 165 |             20086 |             20086
 5017 | r1tkLQvn |   13 | rateme-pl |  65 |             41477 |             41477
 5017 | r1tkLQvn |   13 | rateme-pl |  68 |             19004 |             19004
 5017 | r1tkLQvn |   13 | rateme-pl |  99 |             46313 |             46313
 5017 | r1tkLQvn |   13 | rateme-pl |  17 |             19075 |             19075
 5017 | r1tkLQvn |   13 | rateme-pl |  80 |             12073 |             12073
 5017 | r1tkLQvn |   13 | rateme-pl |  54 |             13703 |             13703
 5017 | r1tkLQvn |   13 | rateme-pl | 121 |             12833 |             12833
 5017 | r1tkLQvn |   13 | rateme-pl |   9 |             25737 |             25737
 5018 | r1tTucFZ |   13 | rateme-pl | 112 |             23288 |             23288
 5018 | r1tTucFZ |   13 | rateme-pl |  33 |             11109 |             11109
 5018 | r1tTucFZ |   13 | rateme-pl |  89 |             14309 |             14309
 5018 | r1tTucFZ |   13 | rateme-pl |   2 |             20968 |             20968
 5018 | r1tTucFZ |   13 | rateme-pl | 155 |             46280 |             46280
 5018 | r1tTucFZ |   13 | rateme-pl |  45 |             13613 |             13613
 5018 | r1tTucFZ |   13 | rateme-pl |  84 |             25571 |             25571
 5018 | r1tTucFZ |   13 | rateme-pl | 123 |              8961 |              8961
 5018 | r1tTucFZ |   13 | rateme-pl |  37 |             13509 |             13509
 5018 | r1tTucFZ |   13 | rateme-pl | 101 |             22382 |             22382
 5018 | r1tTucFZ |   13 | rateme-pl |  26 |              9533 |              9533
 5018 | r1tTucFZ |   13 | rateme-pl | 152 |             11966 |             11966
 5018 | r1tTucFZ |   13 | rateme-pl | 143 |             13060 |             13060
 5018 | r1tTucFZ |   13 | rateme-pl |  16 |             13822 |             13822
 5018 | r1tTucFZ |   13 | rateme-pl |  41 |             14920 |             14920
 5018 | r1tTucFZ |   13 | rateme-pl | 159 |             17137 |             17137
 5018 | r1tTucFZ |   13 | rateme-pl | 173 |             17040 |             17040
 5018 | r1tTucFZ |   13 | rateme-pl |  58 |             17003 |             17003
 5018 | r1tTucFZ |   13 | rateme-pl | 162 |              9448 |              9448
 5018 | r1tTucFZ |   13 | rateme-pl | 129 |             16583 |             16583
 5020 | r1t7haNt |   13 | rateme-pl | 114 |              5195 |              5195
 5020 | r1t7haNt |   13 | rateme-pl | 174 |             19184 |             19184
 5020 | r1t7haNt |   13 | rateme-pl |  74 |             14218 |             14218
 5020 | r1t7haNt |   13 | rateme-pl | 122 |             32797 |             32797
 5020 | r1t7haNt |   13 | rateme-pl | 137 |             19120 |             19120
 5020 | r1t7haNt |   13 | rateme-pl |  39 |             13372 |             13372
 5020 | r1t7haNt |   13 | rateme-pl | 163 |              9581 |              9581
 5020 | r1t7haNt |   13 | rateme-pl | 111 |             17568 |             17568
 5020 | r1t7haNt |   13 | rateme-pl |   2 |             11974 |             11974
 5020 | r1t7haNt |   13 | rateme-pl |  62 |             11140 |             11140
 5020 | r1t7haNt |   13 | rateme-pl | 171 |             16043 |             16043
 5020 | r1t7haNt |   13 | rateme-pl |  10 |             16673 |             16673
 5020 | r1t7haNt |   13 | rateme-pl | 152 |              6047 |              6047
 5020 | r1t7haNt |   13 | rateme-pl | 104 |             13555 |             13555
 5020 | r1t7haNt |   13 | rateme-pl |  73 |             12041 |             12041
 5020 | r1t7haNt |   13 | rateme-pl | 176 |             12742 |             12742
 5020 | r1t7haNt |   13 | rateme-pl | 144 |             20805 |             20805
 5020 | r1t7haNt |   13 | rateme-pl | 157 |             10208 |             10208
 5020 | r1t7haNt |   13 | rateme-pl |  33 |              8785 |              8785
 5020 | r1t7haNt |   13 | rateme-pl |  93 |             11213 |             11213
 5021 | r1t5Xy5v |   13 | rateme-pl |  59 |              9530 |              9530
 5021 | r1t5Xy5v |   13 | rateme-pl |  52 |             10781 |             10781
 5021 | r1t5Xy5v |   13 | rateme-pl | 157 |              6540 |              6540
 5021 | r1t5Xy5v |   13 | rateme-pl | 172 |             11923 |             11923
 5021 | r1t5Xy5v |   13 | rateme-pl | 178 |              9097 |              9097
 5022 | r1tqDQW3 |   13 | rateme-pl | 179 |             10266 |             10266
 5022 | r1tqDQW3 |   13 | rateme-pl | 166 |              7894 |              7894
 5022 | r1tqDQW3 |   13 | rateme-pl | 158 |              7913 |              7913
 5022 | r1tqDQW3 |   13 | rateme-pl |  22 |             11748 |             11748
 5022 | r1tqDQW3 |   13 | rateme-pl | 169 |              7385 |              7385
 5022 | r1tqDQW3 |   13 | rateme-pl |  35 |              6626 |              6626
 5022 | r1tqDQW3 |   13 | rateme-pl |  90 |              8475 |              8475
 5022 | r1tqDQW3 |   13 | rateme-pl | 110 |             10819 |             10819
 5022 | r1tqDQW3 |   13 | rateme-pl |  96 |             27990 |             27990
 5022 | r1tqDQW3 |   13 | rateme-pl | 140 |             10157 |             10157
 5022 | r1tqDQW3 |   13 | rateme-pl |  92 |              7430 |              7430
 5022 | r1tqDQW3 |   13 | rateme-pl | 115 |              8912 |              8912
 5022 | r1tqDQW3 |   13 | rateme-pl |  25 |              8707 |              8707
 5022 | r1tqDQW3 |   13 | rateme-pl |   5 |             13207 |             13207
 5022 | r1tqDQW3 |   13 | rateme-pl | 175 |              9838 |              9838
 5022 | r1tqDQW3 |   13 | rateme-pl |  38 |              5930 |              5930
 5022 | r1tqDQW3 |   13 | rateme-pl |  15 |              9688 |              9688
 5022 | r1tqDQW3 |   13 | rateme-pl | 132 |              8622 |              8622
 5022 | r1tqDQW3 |   13 | rateme-pl |  98 |             11780 |             11780
 5022 | r1tqDQW3 |   13 | rateme-pl | 176 |              7861 |              7861
 5023 | r1tNvmvx |   13 | rateme-pl | 117 |              8268 |              8268
 5025 | r1trayET |   13 | rateme-pl |  34 |             15086 |             15086
 5025 | r1trayET |   13 | rateme-pl | 111 |             15409 |             15409
 5025 | r1trayET |   13 | rateme-pl |  78 |              1026 |              1026
 5025 | r1trayET |   13 | rateme-pl |  31 |             15400 |             15400
 5025 | r1trayET |   13 | rateme-pl | 176 |             14880 |             14880
 5025 | r1trayET |   13 | rateme-pl |  93 |             12382 |             12382
 5025 | r1trayET |   13 | rateme-pl | 139 |             11992 |             11992
 5025 | r1trayET |   13 | rateme-pl | 114 |             17076 |             17076
 5025 | r1trayET |   13 | rateme-pl |  21 |             12479 |             12479
 5025 | r1trayET |   13 | rateme-pl |  65 |             92345 |             92345
 5026 | r1tM8jwj |   13 | rateme-pl | 168 |             18654 |             18654
 5026 | r1tM8jwj |   13 | rateme-pl |  51 |             16671 |             16671
 5026 | r1tM8jwj |   13 | rateme-pl | 113 |             20462 |             20462
 5026 | r1tM8jwj |   13 | rateme-pl | 100 |             18169 |             18169
 5026 | r1tM8jwj |   13 | rateme-pl |  23 |             14893 |             14893
 5026 | r1tM8jwj |   13 | rateme-pl |  25 |             20669 |             20669
 5026 | r1tM8jwj |   13 | rateme-pl |  56 |             13561 |             13561
 5026 | r1tM8jwj |   13 | rateme-pl | 178 |             14144 |             14144
 5026 | r1tM8jwj |   13 | rateme-pl |  19 |             11992 |             11992
 5026 | r1tM8jwj |   13 | rateme-pl | 146 |             18347 |             18347
 5028 | r1tRTMJh |   13 | rateme-pl |  44 |             10436 |             10436
 5028 | r1tRTMJh |   13 | rateme-pl | 167 |             11374 |             11374
 5028 | r1tRTMJh |   13 | rateme-pl | 134 |             11730 |             11730
 5028 | r1tRTMJh |   13 | rateme-pl |  66 |             11838 |             11838
 5028 | r1tRTMJh |   13 | rateme-pl | 174 |              9931 |              9931
 5028 | r1tRTMJh |   13 | rateme-pl | 131 |            158485 |            158485
 5029 | r1twQY9Y |   13 | rateme-pl |  85 |             11956 |             11956
 5029 | r1twQY9Y |   13 | rateme-pl |  78 |             12672 |             12672
 5029 | r1twQY9Y |   13 | rateme-pl |   9 |             14915 |             14915
 5029 | r1twQY9Y |   13 | rateme-pl | 172 |             19326 |             19326
 5029 | r1twQY9Y |   13 | rateme-pl | 102 |             18645 |             18645
 5029 | r1twQY9Y |   13 | rateme-pl | 129 |             17386 |             17386
 5029 | r1twQY9Y |   13 | rateme-pl | 137 |             54278 |             54278
 5029 | r1twQY9Y |   13 | rateme-pl |  49 |             67223 |             67223
 5029 | r1twQY9Y |   13 | rateme-pl |  30 |             10259 |             10259
 5029 | r1twQY9Y |   13 | rateme-pl | 156 |             20127 |             20127
 5030 | r1tthgLT |   13 | rateme-pl |  28 |              9858 |              9858
 5030 | r1tthgLT |   13 | rateme-pl |  63 |              7096 |              7096
 5030 | r1tthgLT |   13 | rateme-pl | 165 |             16380 |             16380
 5030 | r1tthgLT |   13 | rateme-pl |   0 |              5578 |              5578
 5030 | r1tthgLT |   13 | rateme-pl |  37 |             29280 |             29280
 5030 | r1tthgLT |   13 | rateme-pl | 143 |              9489 |              9489
 5030 | r1tthgLT |   13 | rateme-pl |  59 |              7494 |              7494
 5030 | r1tthgLT |   13 | rateme-pl |  98 |              9146 |              9146
 5030 | r1tthgLT |   13 | rateme-pl |  76 |               632 |               632
 5030 | r1tthgLT |   13 | rateme-pl |  45 |             10739 |             10739
 5031 | r1tvTv2Q |   13 | rateme-pl |  13 |             44402 |             44402
 5031 | r1tvTv2Q |   13 | rateme-pl |  40 |              9227 |              9227
 5031 | r1tvTv2Q |   13 | rateme-pl |  91 |             20199 |             20199
 5031 | r1tvTv2Q |   13 | rateme-pl | 142 |             12516 |             12516
 5031 | r1tvTv2Q |   13 | rateme-pl | 108 |             50485 |             50485
 5031 | r1tvTv2Q |   13 | rateme-pl |  97 |              6701 |              6701
 5031 | r1tvTv2Q |   13 | rateme-pl |  52 |             13888 |             13888
 5031 | r1tvTv2Q |   13 | rateme-pl |  82 |             23129 |             23129
 5031 | r1tvTv2Q |   13 | rateme-pl | 127 |              9694 |              9694
 5031 | r1tvTv2Q |   13 | rateme-pl | 140 |            605911 |            605911
 5031 | r1tvTv2Q |   13 | rateme-pl |  90 |              9748 |              9748
 5032 | r1thL8Yf |   13 | rateme-pl | 173 |             32531 |             32531
 5032 | r1thL8Yf |   13 | rateme-pl | 130 |             15198 |             15198
 5032 | r1thL8Yf |   13 | rateme-pl |  10 |             14825 |             14825
 5032 | r1thL8Yf |   13 | rateme-pl | 141 |             20586 |             20586
 5032 | r1thL8Yf |   13 | rateme-pl | 150 |             21072 |             21072
 5032 | r1thL8Yf |   13 | rateme-pl | 123 |              8507 |              8507
 5032 | r1thL8Yf |   13 | rateme-pl |  54 |             19980 |             19980
 5032 | r1thL8Yf |   13 | rateme-pl |  86 |             17011 |             17011
 5032 | r1thL8Yf |   13 | rateme-pl | 119 |             14965 |             14965
 5032 | r1thL8Yf |   13 | rateme-pl |  17 |              9916 |              9916
 5032 | r1thL8Yf |   13 | rateme-pl |  70 |             60989 |             60989
 5032 | r1thL8Yf |   13 | rateme-pl | 179 |             26380 |             26380
 5032 | r1thL8Yf |   13 | rateme-pl |   6 |             16939 |             16939
 5032 | r1thL8Yf |   13 | rateme-pl |  18 |              9151 |              9151
 5032 | r1thL8Yf |   13 | rateme-pl |   1 |             11318 |             11318
 5032 | r1thL8Yf |   13 | rateme-pl | 128 |              9716 |              9716
 5032 | r1thL8Yf |   13 | rateme-pl | 105 |              8090 |              8090
 5032 | r1thL8Yf |   13 | rateme-pl |  80 |              9524 |              9524
 5032 | r1thL8Yf |   13 | rateme-pl |  34 |             10683 |             10683
 5032 | r1thL8Yf |   13 | rateme-pl |  42 |             18503 |             18503
 5033 | r1tjGcnU |   13 | rateme-pl | 177 |             12704 |             12704
 5033 | r1tjGcnU |   13 | rateme-pl |  38 |              8662 |              8662
 5033 | r1tjGcnU |   13 | rateme-pl | 160 |             16302 |             16302
 5033 | r1tjGcnU |   13 | rateme-pl |  95 |             16565 |             16565
 5033 | r1tjGcnU |   13 | rateme-pl |   3 |              8347 |              8347
 5033 | r1tjGcnU |   13 | rateme-pl | 135 |             11925 |             11925
 5033 | r1tjGcnU |   13 | rateme-pl | 116 |             11926 |             11926
 5033 | r1tjGcnU |   13 | rateme-pl |  94 |             13570 |             13570
 5033 | r1tjGcnU |   13 | rateme-pl |  83 |             15570 |             15570
 5033 | r1tjGcnU |   13 | rateme-pl |  99 |             15844 |             15844
 5033 | r1tjGcnU |   13 | rateme-pl | 163 |              9316 |              9316
 5033 | r1tjGcnU |   13 | rateme-pl | 159 |             15529 |             15529
 5033 | r1tjGcnU |   13 | rateme-pl |  14 |             10284 |             10284
 5033 | r1tjGcnU |   13 | rateme-pl |  57 |             12975 |             12975
 5033 | r1tjGcnU |   13 | rateme-pl |  27 |             16077 |             16077
 5033 | r1tjGcnU |   13 | rateme-pl | 124 |              9460 |              9460
 5033 | r1tjGcnU |   13 | rateme-pl | 126 |             11472 |             11472
 5033 | r1tjGcnU |   13 | rateme-pl | 158 |             56630 |             56630
 5033 | r1tjGcnU |   13 | rateme-pl |  12 |             12747 |             12747
 5033 | r1tjGcnU |   13 | rateme-pl |  61 |             10171 |             10171
 5033 | r1tjGcnU |   13 | rateme-pl |  62 |             10694 |             10694
 5033 | r1tjGcnU |   13 | rateme-pl |  41 |             13050 |             13050
 5033 | r1tjGcnU |   13 | rateme-pl | 138 |             17048 |             17048
 5033 | r1tjGcnU |   13 | rateme-pl |  68 |             19681 |             19681
 5033 | r1tjGcnU |   13 | rateme-pl |  29 |             10536 |             10536
 5034 | r1tZ6VcK |   13 | rateme-pl |  32 |              4480 |              4480
 5034 | r1tZ6VcK |   13 | rateme-pl |  22 |              5358 |              5358
 5034 | r1tZ6VcK |   13 | rateme-pl | 110 |             21143 |             21143
 5034 | r1tZ6VcK |   13 | rateme-pl |   4 |              8374 |              8374
 5034 | r1tZ6VcK |   13 | rateme-pl |   7 |             11418 |             11418
 5034 | r1tZ6VcK |   13 | rateme-pl |  11 |              9585 |              9585
 5034 | r1tZ6VcK |   13 | rateme-pl | 148 |              6343 |              6343
 5034 | r1tZ6VcK |   13 | rateme-pl | 151 |             14830 |             14830
 5034 | r1tZ6VcK |   13 | rateme-pl | 154 |             13674 |             13674
 5034 | r1tZ6VcK |   13 | rateme-pl | 106 |              9282 |              9282
 5034 | r1tZ6VcK |   13 | rateme-pl |  35 |              5885 |              5885
 5034 | r1tZ6VcK |   13 | rateme-pl |  68 |              4905 |              4905
 5034 | r1tZ6VcK |   13 | rateme-pl |  75 |             11005 |             11005
 5034 | r1tZ6VcK |   13 | rateme-pl | 140 |              6143 |              6143
 5034 | r1tZ6VcK |   13 | rateme-pl | 161 |             11576 |             11576
 5034 | r1tZ6VcK |   13 | rateme-pl | 164 |              9925 |              9925
 5034 | r1tZ6VcK |   13 | rateme-pl | 136 |              5110 |              5110
 5034 | r1tZ6VcK |   13 | rateme-pl | 132 |              4194 |              4194
 5034 | r1tZ6VcK |   13 | rateme-pl |  71 |              7002 |              7002
 5034 | r1tZ6VcK |   13 | rateme-pl |  87 |              5075 |              5075
 5035 | r1t5wdYo |   13 | rateme-pl | 161 |             17813 |             17813
 5035 | r1t5wdYo |   13 | rateme-pl |   8 |             10620 |             10620
 5035 | r1t5wdYo |   13 | rateme-pl | 101 |             11100 |             11100
 5035 | r1t5wdYo |   13 | rateme-pl |  48 |             26919 |             26919
 5035 | r1t5wdYo |   13 | rateme-pl |  89 |             11375 |             11375
 5035 | r1t5wdYo |   13 | rateme-pl | 104 |              9536 |              9536
 5035 | r1t5wdYo |   13 | rateme-pl |   5 |             10870 |             10870
 5035 | r1t5wdYo |   13 | rateme-pl | 119 |             15137 |             15137
 5035 | r1t5wdYo |   13 | rateme-pl | 155 |              9101 |              9101
 5035 | r1t5wdYo |   13 | rateme-pl |  84 |              9216 |              9216
 5036 | r1t4xwMo |   13 | rateme-pl | 118 |              8254 |              8254
 5036 | r1t4xwMo |   13 | rateme-pl |  16 |              9416 |              9416
 5036 | r1t4xwMo |   13 | rateme-pl | 103 |              8904 |              8904
 5036 | r1t4xwMo |   13 | rateme-pl |  47 |             10391 |             10391
 5036 | r1t4xwMo |   13 | rateme-pl | 117 |              8254 |              8254
 5036 | r1t4xwMo |   13 | rateme-pl |  81 |              9881 |              9881
 5036 | r1t4xwMo |   13 | rateme-pl |  34 |             10569 |             10569
 5036 | r1t4xwMo |   13 | rateme-pl |  43 |              9231 |              9231
 5036 | r1t4xwMo |   13 | rateme-pl | 170 |             11213 |             11213
 5036 | r1t4xwMo |   13 | rateme-pl |  74 |              8849 |              8849
 5037 | r1ttAsVg |   13 | rateme-pl |  64 |              7877 |              7877
 5037 | r1ttAsVg |   13 | rateme-pl | 147 |              8165 |              8165
 5037 | r1ttAsVg |   13 | rateme-pl | 120 |              8878 |              8878
 5037 | r1ttAsVg |   13 | rateme-pl |  36 |            117902 |            117902
 5037 | r1ttAsVg |   13 | rateme-pl |  96 |             21255 |             21255
 5037 | r1ttAsVg |   13 | rateme-pl | 149 |             19636 |             19636
 5037 | r1ttAsVg |   13 | rateme-pl |  72 |              7091 |              7091
 5037 | r1ttAsVg |   13 | rateme-pl |  15 |              9003 |              9003
 5037 | r1ttAsVg |   13 | rateme-pl | 122 |             12547 |             12547
 5037 | r1ttAsVg |   13 | rateme-pl |  77 |             18206 |             18206
 5038 | r1tDBtsG |   13 | rateme-pl |  24 |             11796 |             11796
 5038 | r1tDBtsG |   13 | rateme-pl |  79 |             11815 |             11815
 5038 | r1tDBtsG |   13 | rateme-pl |  67 |              7733 |              7733
 5038 | r1tDBtsG |   13 | rateme-pl | 166 |              7150 |              7150
 5039 | r1treQzL |   13 | rateme-pl |  58 |             11241 |             11241
 5039 | r1treQzL |   13 | rateme-pl | 169 |              8909 |              8909
 5040 | r1tN3vPz |   13 | rateme-pl | 109 |             14897 |             14897
 5040 | r1tN3vPz |   13 | rateme-pl | 175 |             10815 |             10815
 5040 | r1tN3vPz |   13 | rateme-pl |  31 |             11972 |             11972
 5040 | r1tN3vPz |   13 | rateme-pl | 115 |             15730 |             15730
 5040 | r1tN3vPz |   13 | rateme-pl |  55 |             20060 |             20060
 5040 | r1tN3vPz |   13 | rateme-pl |  26 |             10404 |             10404
 5040 | r1tN3vPz |   13 | rateme-pl |  69 |             10119 |             10119
 5040 | r1tN3vPz |   13 | rateme-pl | 153 |              7969 |              7969
 5040 | r1tN3vPz |   13 | rateme-pl | 112 |              9576 |              9576
 5040 | r1tN3vPz |   13 | rateme-pl |  20 |             10732 |             10732
 5041 | r1tGfPxE |   13 | rateme-pl | 162 |              8041 |              8041
 5041 | r1tGfPxE |   13 | rateme-pl | 145 |             15741 |             15741
 5041 | r1tGfPxE |   13 | rateme-pl |  92 |             14457 |             14457
 5041 | r1tGfPxE |   13 | rateme-pl | 133 |             10188 |             10188
 5041 | r1tGfPxE |   13 | rateme-pl |  46 |             12827 |             12827
 5041 | r1tGfPxE |   13 | rateme-pl | 107 |              9285 |              9285
 5041 | r1tGfPxE |   13 | rateme-pl |  88 |              7823 |              7823
 5041 | r1tGfPxE |   13 | rateme-pl |  50 |              5913 |              5913
 5041 | r1tGfPxE |   13 | rateme-pl |  53 |              8028 |              8028
 5041 | r1tGfPxE |   13 | rateme-pl | 139 |              6268 |              6268
 5042 | r1tXKd4A |   13 | rateme-pl | 167 |              8957 |              8957
 5042 | r1tXKd4A |   13 | rateme-pl | 125 |             13868 |             13868
 5042 | r1tXKd4A |   13 | rateme-pl | 121 |             11478 |             11478
 5042 | r1tXKd4A |   13 | rateme-pl |  39 |             10582 |             10582
 5042 | r1tXKd4A |   13 | rateme-pl |  60 |             11727 |             11727
